,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
G %,0.204581007,0.142740392,0.19074386,0.215244495,0.174755805,0.33100468,0.215244495,0.183893667,0.113007647,0.222307785,0.025062618,0.322636196,0.060978051,0.292556807,0.0,0.0,0.129765809,0.169698219,0.373856441,0.26558429,0.40195695,0.002272745,0.394621628,0.222265499,0.13194977,0.130753377,0.200296999,0.0,0.336387309,0.49769377,0.19113635,0.129768406,0.075881252,0.147885078,0.321510831,0.080446119,0.216447149,0.043251272,0.303220295,0.087676019,0.249443382,0.087186385,0.333299684,0.144735017,0.0,0.356577791,0.06329086,0.525076604,0.0,0.194359154,0.211955755,0.088767021,0.247857511,0.139270615,0.148314316,0.243103115,0.244686277,0.070034312,0.151768672,0.232971274,0.309191539,0.07484043,0.283109273,0.196194393,0.676659155,0.410023858,0.27911214,0.026358296,0.127082575,0.185565531,0.3659127,0.110392429,0.070761656,0.085647468,0.326498403,0.150757668,0.088622487,0.314673239,0.335833311,0.427640912,0.438814813,0.559474769,0.0,0.303220295,0.049322297,0.07145483,0.499792853,0.012617156,0.0,0.232971274,0.109355797,0.085270865,0.002272745,0.467618003,0.2945541,0.144168601,0.498434577,0.012617156,0.0,0.140728084,0.333299684,0.195271331,0.331502471,0.437728407,0.351148199,0.260992881,0.174547558,0.329713314,0.161329735,0.0,0.077287414,0.0,0.12242309,0.0,0.29107227,0.114128354,0.0,0.176945052,0.171993223,0.171993223,0.176154308,0.301423072,0.637237797,0.204606239,0.0,0.1808812,0.459995146
MW dif,0.180001107,0.219453188,0.206651039,0.181543983,1.0,0.180691147,0.181998437,0.222357004,0.011523853,0.163007931,0.112242423,0.05137628,0.131478394,0.195615472,0.0,0.0,0.075172645,0.160844404,0.339518967,0.051111699,0.142592598,0.202979605,0.374226851,0.280573709,0.232107379,0.137437404,0.163321661,0.0,0.028800938,0.048647681,0.060437022,0.166584514,0.285044769,0.088034548,0.117098464,0.025494135,0.352297928,0.14847157,0.197158348,0.006863938,0.013366676,0.324734722,0.052919156,0.19884593,0.0,0.057724825,0.004799236,0.002307973,6.41e-05,0.160799585,0.139767608,0.196324301,0.068104875,0.062756737,0.289834447,0.17147732,0.317633681,0.290803429,0.317332885,0.164550807,0.068187805,0.155839179,0.087831285,0.005376619,0.219074012,0.156313863,0.076051387,0.200919676,0.111109154,0.082299939,0.060519952,0.086167877,0.067019389,0.123491085,0.086514367,0.160415893,0.009459151,0.139753676,0.08371924,0.12295194,0.155826835,0.464142906,1.07e-05,0.197612802,0.14109038,0.098441516,0.024348441,0.081919183,0.0,0.165005261,0.12810233,0.320339267,0.213833005,0.004103475,0.153556802,0.129729271,0.338757551,0.081774757,0.0,0.02356198,0.05337361,0.077571568,0.051410759,0.125191362,0.127677411,0.23925858,0.128372017,0.051923562,0.031529537,0.0,0.159072967,0.0,0.136903449,0.0,0.095019388,0.251189476,0.000165955,0.005402242,0.033072413,0.033526867,0.294903777,0.195649951,0.182849495,0.080366695,0.0,0.205593121,0.253907877
Aromaticity dif,0.070401382,0.282723712,0.119451687,0.080352204,0.025778592,0.228595274,0.080352204,0.011923668,0.025769183,0.198225127,0.051931368,0.204905427,0.030548042,0.257277646,0.0,0.0,0.149999729,0.204727532,0.074269796,0.049048618,0.0521079,0.471889967,0.197804166,0.250556681,0.185879311,0.480097701,0.281651571,0.0,0.008272087,0.032139829,0.218204148,0.137904107,0.096263007,0.059832361,0.105378364,0.157486264,0.209676958,0.158371787,0.267228468,0.11181808,0.147338335,0.212659195,0.21485625,0.359673859,0.0,0.03855329,0.126382381,0.327847136,0.0,0.059050554,0.392284553,0.273659669,0.176872363,0.323842185,0.344501424,0.324978318,0.073182312,0.048719351,0.227697575,0.208175949,0.083700102,0.168500304,0.158386282,0.273875247,0.122282383,0.102634292,0.031327884,0.056421596,0.25325185,0.095634574,0.042368317,0.334394121,0.213255585,0.411445734,0.013818929,0.004041486,0.212431279,0.06892786,0.010003902,0.449210082,0.065430247,0.323332766,0.0,0.267228468,0.019582165,0.076802344,0.034882206,0.436901333,0.0,0.208175949,0.381075588,0.151551714,0.162269978,0.200035644,0.129280306,0.226016097,0.016568803,0.436901333,0.0,0.32373087,0.21485625,0.014685549,0.213179141,0.026468272,0.220036589,0.178504206,0.230030172,0.211509561,0.228773169,0.0,0.179144359,0.0,0.361198125,0.0,0.126131987,0.250660382,0.0,0.271184648,0.238723983,0.238723983,0.045392991,0.26555136,0.113406716,0.018500576,0.0,0.024500428,0.348862736
Instability dif,0.153658802,0.028521329,0.11309926,0.115866848,0.142649261,0.340513106,0.12981332,0.199075572,0.067261903,0.156158691,0.098126213,0.356227582,0.030752972,0.254503526,0.0,0.0,0.143852231,0.171197186,0.282282815,0.12820131,0.117984883,0.385304558,0.35733877,0.111351601,0.003732436,0.129075673,0.004218519,0.0,0.183944487,0.353260407,0.193924033,0.086143402,0.263093703,0.227176894,0.196443197,0.078458314,0.157378379,0.033252861,0.216711572,0.12733338,0.38257509,0.136496127,0.318435629,0.163919012,0.0,0.385414665,0.033535052,0.08837083,0.005905966,0.237922536,0.201223547,0.250659063,0.125701421,0.036214775,0.05392553,0.083413478,0.063868603,0.00346032,0.1525883,0.118366737,0.396492814,0.022725278,0.142216684,0.123265954,0.317293954,0.241887014,0.294768757,0.237203694,0.16843811,0.444849564,0.328270202,0.088720039,0.389395968,0.026910298,0.283690609,0.064829133,0.228130335,0.025866676,0.226546145,0.441557305,0.243113632,0.110529816,0.032937781,0.230658044,0.007685088,0.035452261,0.21236066,0.089956037,0.0,0.13231321,0.165938221,0.181766009,0.235757513,0.177066238,0.146061025,0.18752291,0.121821622,0.101802655,0.0,0.343436423,0.332382101,0.216098746,0.296753182,0.386384516,0.212261526,0.211444094,0.180988647,0.311417082,0.186911663,0.0,0.00298252,0.0,0.20407319,0.0,0.313168151,0.268503998,0.0,0.426063543,0.149119709,0.163066181,0.313924075,0.195029126,0.423375633,0.158954282,0.0,0.045838954,0.031118848
helix_fraction_dif,0.095183387,0.289549186,0.127629704,0.214057032,0.218072221,0.256640697,0.22701564,0.001695731,0.026714679,0.048357575,0.122233635,0.274674858,0.272607213,0.09254504,0.0,0.0,0.144977509,0.206215483,0.161567188,0.241372114,0.012603172,0.697199559,0.090298883,0.678852552,0.293978814,0.128227281,0.038346611,0.0,0.100506022,0.150931237,0.236883206,0.108749704,0.249940932,0.082549824,0.140506714,0.127903536,0.105613927,0.319433024,0.026328606,0.119959147,0.236951824,0.267416007,0.155801212,0.629071093,0.0,0.165626305,0.110214881,0.141947927,0.0,0.198400781,0.201413303,0.469515607,0.288197931,0.19942828,0.20234604,0.109454407,0.353112878,0.060434803,0.537960851,0.167231215,0.132975038,0.11374241,0.335979125,0.098948563,0.034288771,0.364757853,0.04915478,0.302961312,0.183471396,0.238749635,0.081660314,0.242186907,0.730529702,0.231604649,0.016503513,0.076275751,0.016970413,0.20155036,0.100469504,0.422644504,0.198677984,0.214395725,0.0,0.039287214,0.019153833,0.101584948,0.073929229,0.14975007,0.0,0.180189823,0.230297207,0.44643361,0.118280804,0.388082873,0.005789594,0.162079404,0.166008254,0.14975007,0.0,0.04719967,0.142842604,0.115201091,0.113343568,0.295102019,0.078097078,0.013272905,0.124954764,0.135578805,0.224249643,0.0,0.130783443,0.0,0.113170229,0.0,0.195402723,0.151422314,0.0,0.258289559,0.105375998,0.09241739,0.400398076,0.068786249,0.087809176,0.031235099,0.0,0.020507637,0.588727037
turn_fraction_dif,0.075190013,0.756323875,0.078473139,0.235251927,0.139237811,0.12554,0.235251927,0.148343668,0.168824472,0.001697613,0.174906875,0.016051987,0.052735492,0.016317397,0.0,0.0,0.025737647,0.163921123,0.060870854,0.145705113,0.2394039,0.358091354,0.065111483,0.157697461,0.256541334,0.139987784,0.278836832,0.0,0.201584894,0.239966012,0.081833341,0.439456197,0.073607927,0.047789777,0.414896139,0.17549224,0.182744749,0.129623118,0.143744523,0.066855117,0.442408388,0.039440246,0.144009932,0.268602351,0.0,0.041823785,0.055796263,0.414082269,0.02586153,0.167208183,0.002998829,0.092671603,0.222592739,0.288464244,0.205821246,0.01772444,0.129399762,0.02220786,0.02916629,0.158364301,0.009408659,0.06723198,0.358952351,0.221284093,0.472957434,0.056674751,0.009674068,0.116663975,0.156603891,0.10078341,0.131350745,0.387956622,0.140954469,0.019552127,0.041558376,0.001992087,0.157765618,0.136299375,0.131085336,0.118132319,0.104217448,0.249960366,0.051267357,0.143744523,0.263963958,0.129172367,0.15695294,0.379006703,0.0,0.158364301,0.079716265,0.273396654,0.10949439,0.093363173,0.043242268,0.040615362,0.10802544,0.379006703,0.0,0.215062863,0.144009932,0.003442661,0.20638625,0.073209278,0.203258376,0.063853355,0.087743239,0.190202436,0.054433105,0.0,0.287786745,0.0,0.06047345,0.0,0.064118764,0.239960495,0.014157773,0.124303495,0.105628809,0.105628809,0.069300999,0.206120841,0.195006253,0.092969621,0.0,0.022689678,0.749640356
sheet_fraction_dif,0.049466375,0.527567783,0.113341068,0.07661418,0.009158272,0.10437269,0.020368724,0.289621834,0.169422406,0.151078022,0.140359208,0.038655501,0.046267925,0.159087152,0.0,0.0,0.067073147,0.247838282,0.016584598,0.265745849,0.212627115,0.15112619,0.332473151,0.855084002,0.208781895,0.056767901,0.029638161,0.0,0.33606939,0.192603793,0.049059071,0.501746198,0.090823054,0.104402792,0.514719174,0.302092063,0.351624866,0.055343722,0.186234958,0.161395285,0.352856279,0.025289351,0.01150769,0.108790775,0.0,0.004269116,0.184634379,0.144032774,0.0,0.287045781,0.272822548,0.233635273,0.164134202,0.089754085,0.261726797,0.20770068,0.337722901,0.081331542,0.092021707,0.178225827,0.039062805,0.112448009,0.400073028,0.26849997,0.319657031,0.036343822,0.158679843,0.337114954,0.032970146,0.117376392,0.076012331,0.043303248,0.037457602,0.004399915,0.202011765,0.104195072,0.146183317,0.191921136,0.27375498,0.252376033,0.048887691,0.142702763,0.022002627,0.129989502,0.199654135,0.040001425,0.095155616,0.060227983,0.0,0.121980371,0.134581793,0.185445956,0.042688862,0.007146074,0.269829002,0.092246489,0.247878439,0.060227983,0.0,0.216650358,0.067753147,0.147734714,0.002623192,0.046699803,0.02064062,0.121350198,0.142702049,0.028103886,0.104810097,0.0,0.012713431,0.0,0.181733597,0.0,0.07639245,0.054318081,0.012152303,0.263388944,0.131957907,0.075712446,0.098326496,0.20036584,0.201612631,0.219477929,0.0,0.03425151,0.999139611
cys_reduced_dif,0.138536359,0.231403428,0.059981473,0.159240389,0.725057897,0.113061603,0.166141732,0.092357573,0.037146827,0.0323761,0.037146827,0.099258916,0.094488189,0.245715609,0.0,0.0,0.034506716,0.15020843,0.237795276,0.110930987,0.119962946,0.24733673,0.309958314,0.487772117,0.383742473,0.330152849,0.143307087,0.0,0.039277443,0.07642427,0.230893932,0.221861973,0.061000463,0.030245484,0.016442798,0.136405743,0.299907365,0.200648448,0.266419639,0.025474757,0.009031959,0.260629921,0.078554887,0.455396017,0.0,0.027605373,0.05308013,0.013802686,0.0,0.0,0.304678092,0.04404817,0.217091246,0.059981473,0.094488189,0.164011116,0.226123205,0.244696619,0.299907365,0.05308013,0.006901343,0.050949514,0.138536359,0.062621584,0.124733673,0.078554887,0.338073182,0.228763316,0.173043075,0.057850857,0.02070403,0.066882816,0.034506716,0.207549792,0.317369152,0.05308013,0.115701714,0.083325614,0.324270496,0.05308013,0.242566003,0.369430292,0.0,0.273320982,0.08545623,0.458545623,0.148077814,0.087586846,0.0,0.059981473,0.279203335,0.492033349,0.30041686,0.006901343,0.018573414,0.219221862,0.304678092,0.087586846,0.0,0.208059287,0.071653543,0.009541454,0.078554887,0.015933302,0.261139416,0.273320982,0.205419176,0.0647522,0.062112089,0.0,0.164011116,0.0,0.297776748,0.0,0.071653543,0.170402964,0.0,0.0,0.041408059,0.034506716,0.404955998,0.266419639,0.004770727,0.016442798,0.0,0.089717462,0.223992589
cys_residues_dif,0.135679308,0.231568159,0.060699237,0.157180276,0.715932126,0.119735793,0.163967657,0.097665414,0.035394602,0.031841476,0.042796948,0.09249516,0.087803211,0.243366359,0.0,0.0,0.027103974,0.156269218,0.236715636,0.111376836,0.119120829,0.244391299,0.307687052,0.481995217,0.382530464,0.32527047,0.141510079,0.0,0.031795923,0.068329347,0.229358843,0.219906617,0.045757886,0.0377178,0.015601868,0.134722697,0.297802073,0.191641043,0.264867327,0.026192917,0.010591049,0.258603804,0.070994192,0.450153741,0.0,0.020316593,0.052773033,0.014144175,0.0,0.007402346,0.300785787,0.051292563,0.215214668,0.060699237,0.09634438,0.16927457,0.224097483,0.243503018,0.297802073,0.053342444,0.001184375,0.050677599,0.137956953,0.06215693,0.130645712,0.078396538,0.337045895,0.22270812,0.171324451,0.064297916,0.0129598,0.065778385,0.033936909,0.204122537,0.315544927,0.059605967,0.114360551,0.083657898,0.32290172,0.044801275,0.234005239,0.366746384,0.000569411,0.271654709,0.08518392,0.454959572,0.146202027,0.086709942,0.0,0.060129826,0.275162282,0.481630794,0.296594921,0.006787382,0.023960825,0.216171279,0.301355199,0.086709942,0.0,0.203484797,0.06420681,0.016216832,0.070994192,0.010545496,0.259104886,0.27222412,0.202027104,0.057419428,0.055961736,0.0,0.162441635,0.0,0.293428994,0.0,0.063637399,0.169297347,0.0,0.000569411,0.034460768,0.027673386,0.397699579,0.264867327,0.002710397,0.023573625,0.0,0.083680674,0.223710284
gravy_dif,0.089785664,0.161208016,0.021975175,0.000435488,0.102193111,0.038566334,0.014307347,0.242602585,0.124759957,0.029519508,0.303005077,0.122907852,0.014491318,0.172353855,0.0,0.0,0.036466493,0.11746336,0.083317308,0.120648129,0.046211684,0.553378545,0.167216351,0.848963525,0.230364504,0.208342219,0.000184858,0.0,0.022713376,0.05618365,0.07739006,0.10760347,0.08436851,0.123164898,0.02835951,0.017852173,0.201189894,0.045774838,0.082132702,0.18297106,0.080348041,0.018419395,0.0326867,0.4362525,0.0,0.034894091,0.03575758,0.098884343,0.002958562,0.028692952,0.184404352,0.131606908,0.060381973,0.028163129,0.087118871,0.181547987,0.373335987,0.152768711,0.281422742,0.060701644,0.044267872,0.142179519,0.102569504,0.16270527,0.039440904,0.242629364,0.00517813,0.1748676,0.025895133,0.016424072,0.027259785,0.039363542,0.337485261,0.052538995,0.084340093,0.01452467,0.022453523,0.095126741,0.022186217,0.175488136,0.102086832,0.03566124,0.010752484,0.096875537,0.089751296,0.049171371,0.087595514,0.101135125,0.0,0.045958809,0.086161289,0.087943805,0.218349578,0.179877781,0.077134347,0.138246421,0.103468278,0.095879785,0.0,0.002265571,0.047429535,0.044002935,0.000584605,0.182531798,0.155580234,0.164809521,0.155040045,0.044746422,0.044010826,0.0,0.061586725,0.0,0.1390031,0.0,0.115363519,0.223653957,0.000809825,0.208358799,0.046210326,0.031467491,0.279327629,0.050030607,0.244750477,0.106156811,0.0,0.175319007,0.444784715
ph7_charge_dif,0.203954571,0.145289314,0.206556851,0.233714388,0.439298106,0.152967492,0.233679916,0.367854339,0.00429576,0.350077397,0.152992323,0.144988492,0.013305621,0.107683003,0.0,0.0,0.193251229,0.038815792,0.239174599,0.221343472,0.179428253,0.05345315,0.307352732,0.095718382,0.228153403,0.123831309,0.215421929,0.0,0.117744852,0.309528136,0.196516622,0.104435036,0.271302899,0.329333827,0.128991762,0.050436491,0.364619846,0.132817205,0.137442821,0.018672868,0.020220139,0.242387695,0.174748309,0.054507989,0.0,0.051523529,0.028495601,0.106911117,2.27e-05,0.167089413,0.011500476,0.141319447,0.075220646,0.02747417,0.009673496,0.0634028,0.550716357,0.631852205,0.618499588,0.379837214,0.137550543,0.014718547,0.09971341,0.053964798,0.186407663,0.154963045,0.100245055,0.494251858,0.230657264,0.158737217,0.016254567,0.2680041,0.094901161,0.033660217,0.088829017,0.105825818,0.042872709,0.263769006,0.021050922,0.187312807,0.021978084,0.23434112,0.013681688,0.137408349,0.154871527,0.22654312,0.035283705,0.254685698,0.0,0.379802742,0.084534438,0.798300658,0.10595962,0.015663582,0.047852722,0.113910788,0.24109333,0.254685698,0.0,0.12116951,0.174713837,0.140259755,0.174748309,0.427507701,0.206387317,0.035837543,0.097273025,0.174745804,0.336771775,0.0,0.228740332,0.0,0.037237533,0.0,0.001467946,0.017630426,0.0,0.106806938,0.366531593,0.366497121,0.172779152,0.137442821,0.031657311,0.20803785,0.0,0.395313542,0.42789457
GSE227375_spearman,0.554909279,0.229147784,0.551252816,0.409159801,0.461298103,0.597067798,0.384810104,0.42052404,0.473969803,0.384267202,0.437110818,0.654114594,0.431101812,0.498761424,1.0,1.0,0.438233197,0.44731206,0.3533617,0.347347119,0.729275684,0.515524397,0.295110699,0.303872908,0.516821549,0.549581684,0.643572962,1.0,0.511556604,0.362181417,0.685964735,0.533092012,0.599178479,0.369383594,0.477653626,0.470665205,0.503557389,0.619735324,0.452972409,0.584006867,0.432930981,0.506422244,0.299882307,0.247742145,1.0,0.434206727,0.443072451,0.517862377,1.0,0.584082183,0.835468667,0.436991443,0.624010396,0.624446376,0.525150228,0.450881704,0.497653067,0.682050518,0.52021292,0.489463566,0.779822875,0.246276168,0.43381445,0.62949775,0.371233052,0.342407217,0.125931291,0.453535843,0.320667601,0.750819323,0.479111925,0.396126256,0.441997545,0.460935045,0.320502312,0.786587282,0.445327138,0.500973788,0.221343402,0.434413852,0.527842527,0.130620675,1.0,0.313864314,0.509919745,0.27487818,0.690475404,0.535565059,1.0,0.286238769,0.610523121,0.701663143,0.37046162,0.568776794,0.407787071,0.446888597,0.537495008,0.535596304,1.0,0.063359197,0.522666831,0.239327778,0.312568209,0.258813496,0.612659698,0.494112698,0.739741289,0.665407372,0.427650078,1.0,0.595551106,1.0,0.620985662,1.0,0.255055731,0.493326659,1.0,0.520103101,0.604466042,0.513981019,0.484737587,0.446786804,0.65538591,0.425542851,1.0,0.411996387,0.144460717
GSE228702_spearman,0.658414487,0.443661947,0.563887447,0.525035432,0.235198137,0.233110336,0.766459924,0.44256909,0.282584796,0.351743166,0.442818501,0.341017204,0.394140855,0.454645754,1.0,1.0,0.597345815,0.542069642,0.463082693,0.557941247,0.177624748,0.463622704,0.414166137,0.378766276,0.53788203,0.291316443,0.446582426,1.0,0.507891009,0.287034828,0.284905422,0.430490851,0.53165909,0.384921314,0.356815854,0.40751291,0.23990023,0.535860338,0.502141685,0.527438611,0.345845595,0.306063612,0.253295844,0.464707408,1.0,0.38303943,0.504844662,0.527512683,1.0,0.405074792,0.119374789,0.498385731,0.091268032,0.437775864,0.487948367,0.439797735,0.120348282,0.233122615,0.250763626,0.412017288,0.371823431,0.125245566,0.286950052,0.391785051,0.403205374,0.263955153,0.506903907,0.476252035,0.156257016,0.430427705,0.580171966,0.471807294,0.66234354,0.551374116,0.347863739,0.573513625,0.556802874,0.372721738,0.354507536,0.403807428,0.429825668,0.319494476,1.0,0.534161708,0.315039852,0.370997278,0.52776472,0.545684006,1.0,0.356601861,0.604898687,0.556523981,0.332921587,0.479156727,0.328169839,0.461928533,0.191629013,0.545703605,1.0,0.402129757,0.420194629,0.507825909,0.47747811,0.398119456,0.247903921,0.339417518,0.239551176,0.24080707,0.394773826,1.0,0.715405044,1.0,0.265995146,1.0,0.608055961,0.239263513,1.0,0.362077978,0.527540125,0.443595165,0.128511798,0.40810753,0.333443253,0.450511256,1.0,0.446017064,0.423185269
